,year,latitude,longitude,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,sun hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,production
8162,2017,36.27,-78.3483,22.056043956043947,11.924450549450555,1086.3999999999999,1050.8,25.060000000000002,1145.0,0 days 12:14:31.483516483,14.940934065934064,36.3870879120879,191.18956043956044,5741.16,1149.85,9.79
8163,2017,43.04,-83.3332,15.094505494505482,5.915934065934067,945.9,861.5999999999999,67.27,1327.0,0 days 12:16:46.648351648,19.208241758241755,42.907692307692294,212.15934065934067,5041.71,930.71,46.27
8164,2017,32.1658,-107.7506,26.43461538461538,13.279945054945056,283.4,281.7,1.2600000000000002,382.0,0 days 12:13:29.340659340,23.580494505494485,41.461538461538424,205.3653846153846,7876.8,2078.87,14.99
8165,2017,45.4041,-94.8311,12.926648351648343,3.4112637362637375,828.5,755.0,56.209999999999994,921.0,0 days 12:17:46.648351648,19.864835164835156,42.457967032967055,207.3956043956044,5153.16,881.78,1.62
8166,2017,40.0733,-82.518,17.800274725274726,8.397527472527477,1248.0,1213.5,28.35,1397.0,0 days 12:15:43.681318681,16.685439560439544,40.42967032967032,202.65384615384616,5237.700000000001,985.35,3.09
8167,2017,41.6931,-70.145,14.195329670329672,9.181868131868134,1198.5,1088.0,79.94,1239.0,0 days 12:16:16.483516483,26.09999999999999,47.27115384615386,200.03296703296704,5165.04,861.41,8.34
8168,2017,40.7631,-73.3236,15.163736263736258,10.749450549450556,1235.6,1123.1,80.42999999999999,1287.0,0 days 12:15:57.032967032,24.899725274725256,42.08543956043956,200.29395604395606,5314.04,937.83,2.77
8169,2017,31.3,-83.8,27.290934065934064,15.771153846153851,958.6,958.6,0.0,1025.0,0 days 12:13:16.318681318,16.679670329670333,36.6796703296703,175.9368131868132,6206.0,1415.18,2.28
8170,2017,39.8368,-104.6971,20.91868131868133,5.652472527472531,364.6,290.4,55.51,652.0,0 days 12:15:38.571428571,19.240659340659345,36.81978021978024,172.56043956043956,6574.41,1413.15,1.44
8171,2017,39.9006,-104.6694,20.970879120879108,5.7060439560439535,364.6,290.4,55.51,652.0,0 days 12:15:40.384615384,19.240659340659345,36.81978021978024,172.56043956043956,6574.41,1415.42,3.07
