Unnamed: 0,country,capacity_mw,lat,lon,primary_fuel,Solar Generation (2017),province
20885,ESP,346.25,43.3122,-5.8739,Coal,1579.49,Asturias
20886,ESP,213.64,42.1677,-7.1744,Hydro,320.88,Ourense
20887,ESP,30.0,38.89,-6.285,Solar,63.31,Badajoz
20888,ESP,88.55000000000003,41.9791,2.5274,Hydro,131.39,Girona
20889,ESP,11.3,39.918,-2.822,Solar,23.16,Cuenca
20890,ESP,13.8,41.0277,-5.85,Solar,28.09,Salamanca
20891,ESP,5.2,39.431,-2.416,Solar,10.21,Cuenca
20892,ESP,438.45,42.4143,-7.6533,Hydro,834.69,Ourense
20893,ESP,49.9,36.661,-5.851,Solar,128.96,Cadiz
20894,ESP,20.0,37.444,-6.257999999999999,Solar,45.73,Sevilla
20895,ESP,7.0,37.452,-6.251,Solar,14.02,Sevilla
20896,ESP,4.0,41.801,-0.083,Solar,6.78,Huesca
20897,ESP,11.0,41.4918,1.9016,Solar,23.11,Barcelona
20898,ESP,10.0,37.644,-4.59,Solar,20.26,Cordoba
20899,ESP,50.0,37.958,-4.503,Solar,119.04,Cordoba
20900,ESP,19.7,28.0684,-16.525,Solar,54.98,Santa Cruz de Tenerife
20901,ESP,13.0,28.0684,-16.525,Solar,35.14,Santa Cruz de Tenerife
20902,ESP,11.0,28.0724,-16.5252,Solar,29.26,Santa Cruz de Tenerife
20903,ESP,376.88,36.9083,-4.7631,Hydro,220.57,Malaga
20904,ESP,73.04,42.8368,-8.8498,Hydro,108.37,A Coruna
20905,ESP,124.17,43.2207,-5.4278,Hydro,114.8,Asturias
20906,ESP,802.84,41.1081,1.1912,Gas,1902.99,Tarragona
20907,ESP,150.88,42.637,1.2512,Hydro,267.0,Lleida
20908,ESP,11.92,41.7167,0.7667,Hydro,20.92,Lleida
20909,ESP,50.0,39.1933,-5.5779,Solar,99.79,Badajoz
20910,ESP,99.8,39.1933,-5.5779,Solar,218.35,Badajoz
20911,ESP,24.29,41.5334,0.8095,Solar,50.27,Tarragona
20912,ESP,32.32,42.0748,0.9162,Hydro,59.62,Lleida
20913,ESP,1055.77,40.9966,-0.3798,Coal,4816.13,Teruel
20914,ESP,10.0,37.2583,-6.9508,Gas,23.7,Huelva
20915,ESP,13.12,42.2312,-7.8303,Hydro,24.65,Ourense
20916,ESP,22.0,41.6561,-0.8773,Gas,52.14,Zaragoza
20917,ESP,130.36,39.5357,-5.9891,Hydro,224.92,Caceres
20918,ESP,39.58,40.8125,0.5216,Gas,93.81,Tarragona
20919,ESP,15.0,41.5667,0.5167,Waste,5.22,Lleida
20920,ESP,14.6,39.6598,-2.76,Waste,5.08,Cuenca
20921,ESP,1003.41,40.7016,-2.6227,Nuclear,8016.31,Guadalajara
20922,ESP,23.92,42.1519,0.2225,Gas,56.69,Huesca
20923,ESP,10.0,40.0208,-5.579,Solar,18.85,Caceres
20924,ESP,10.0,41.5062,-5.0275,Solar,17.16,Valladolid
20925,ESP,7.0,37.766,-1.723,Solar,15.18,Murcia
20926,ESP,4.0,37.769,-1.6980000000000002,Solar,8.0,Murcia
20927,ESP,6.4,37.756,-1.702,Solar,13.87,Murcia
20928,ESP,6.8,37.756,-1.702,Solar,14.74,Murcia
20929,ESP,6.3,37.092,-5.875,Solar,12.07,Sevilla
20930,ESP,7.0,39.46,-5.95,Solar,13.93,Caceres
20931,ESP,247.17,39.7778,-5.6124,Hydro,203.18,Caceres
20932,ESP,65.1,41.9974,-6.2738,Hydro,37.59,Zamora
20933,ESP,1045.31,40.9511,0.8662,Nuclear,8351.05,Tarragona
20934,ESP,86.48,42.3589,-7.851,Hydro,149.86,Ourense
20935,ESP,12.444,41.3888,2.1590000000000003,Waste,4.33,Barcelona
20936,ESP,12.9,42.702,0.7956,Oil,26.87,Lleida
20937,ESP,21.86,42.702,0.7956,Hydro,38.44,Lleida
20938,ESP,215.81,39.2077,-1.2401,Hydro,150.26,Valencia/Val�ncia
20939,ESP,10.9,41.2702,-6.3208,Hydro,20.97,Salamanca
20940,ESP,850.8799999999999,41.2669,-6.3078,Hydro,1308.16,Salamanca
20941,ESP,10.0,39.2919,-5.2111,Solar,19.08,Caceres
20942,ESP,5.1,39.2768,-5.22,Solar,10.22,Caceres
20943,ESP,11.0,36.955,-2.435,Solar,27.91,Almeria
20944,ESP,12.4,42.1388,-1.6824,Solar,23.06,Navarra
20945,ESP,5.9,42.1388,-1.6824,Solar,10.34,Navarra
20946,ESP,5.5,41.0583,-5.782,Solar,10.47,Salamanca
20947,ESP,10.0,36.2447,-6.007999999999999,Solar,19.79,Cadiz
20948,ESP,5.5,42.0471,-5.699,Solar,9.62,Zamora
20949,ESP,7.8,42.268,-1.685,Solar,12.87,Navarra
20950,ESP,4.1,42.271,-1.692,Solar,6.25,Navarra
20951,ESP,5.0,42.2475,-3.9730000000000003,Solar,8.63,Burgos
20952,ESP,10.9,38.964,-5.771,Solar,22.92,Badajoz
20953,ESP,5.2,39.4393,-1.9246,Solar,10.48,Albacete
20954,ESP,9.8,39.8331,-2.5712,Solar,18.9,Cuenca
20955,ESP,5.0,39.6914,-3.9545,Solar,10.1,Toledo
20956,ESP,8.7,41.306999999999995,-0.605,Solar,15.43,Teruel
20957,ESP,49.2,38.6137,-1.1147,Wind,104.63,Murcia
20958,ESP,7.6,38.5924,-1.0558,Solar,15.05,Alicante/Alacant
20959,ESP,9.0,41.6428,-4.8151,Solar,15.62,Valladolid
20960,ESP,7.6,39.871,-6.832000000000001,Solar,14.92,Caceres
20961,ESP,9.0,41.934,-0.805,Solar,16.03,Zaragoza
20962,ESP,9.9,41.943999999999996,-0.818,Solar,17.37,Zaragoza
20963,ESP,7.0,38.942,-5.875,Solar,13.8,Badajoz
